Ref_Date,GEO,CHAR,DURATION,Vector,Coordinate,Value
2010,Ontario,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857482,7.28.1,1647.0
2006,Ontario,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857483,7.28.2,628.0
2007,Ontario,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857483,7.28.2,470.0
2008,Ontario,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857483,7.28.2,575.0
2009,Ontario,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857483,7.28.2,497.0
2010,Ontario,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857483,7.28.2,445.0
2006,Ontario,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857484,7.29.1,3081.0
2007,Ontario,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857484,7.29.1,2984.0
2008,Ontario,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857484,7.29.1,2777.0
2009,Ontario,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857484,7.29.1,3042.0
2010,Ontario,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857484,7.29.1,2765.0
2006,Ontario,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857485,7.29.2,1057.0
2007,Ontario,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857485,7.29.2,1039.0
2008,Ontario,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857485,7.29.2,926.0
2009,Ontario,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857485,7.29.2,950.0
2010,Ontario,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857485,7.29.2,985.0
2006,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857486,7.30.1,3569.0
2007,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857486,7.30.1,3312.0
2008,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857486,7.30.1,3229.0
2009,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857486,7.30.1,3558.0
2010,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857486,7.30.1,3222.0
2006,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857487,7.30.2,1414.0
2007,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857487,7.30.2,1264.0
2008,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857487,7.30.2,1199.0
2009,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857487,7.30.2,1254.0
2010,Ontario,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857487,7.30.2,1178.0
2006,Ontario,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857488,7.31.1,15175.0
2007,Ontario,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857488,7.31.1,15912.0
2008,Ontario,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857488,7.31.1,17038.0
2009,Ontario,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857488,7.31.1,17242.0
2010,Ontario,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857488,7.31.1,16205.0
2006,Ontario,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857489,7.31.2,5896.0
2007,Ontario,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857489,7.31.2,5903.0
2008,Ontario,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857489,7.31.2,6595.0
2009,Ontario,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857489,7.31.2,6460.0
2010,Ontario,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857489,7.31.2,6279.0
2006,Ontario,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857490,7.32.1,7679.0
2007,Ontario,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857490,7.32.1,6961.0
2008,Ontario,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857490,7.32.1,7615.0
2009,Ontario,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857490,7.32.1,7139.0
2010,Ontario,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857490,7.32.1,7619.0
2006,Ontario,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857491,7.32.2,3097.0
2007,Ontario,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857491,7.32.2,3141.0
2008,Ontario,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857491,7.32.2,3255.0
2009,Ontario,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857491,7.32.2,2874.0
2010,Ontario,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857491,7.32.2,3402.0
2006,Ontario,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857492,7.33.1,5855.0
2007,Ontario,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857492,7.33.1,7016.0
2008,Ontario,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857492,7.33.1,5852.0
2009,Ontario,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857492,7.33.1,6381.0
2010,Ontario,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857492,7.33.1,6351.0
2006,Ontario,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857493,7.33.2,2031.0
2007,Ontario,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857493,7.33.2,2575.0
2008,Ontario,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857493,7.33.2,2029.0
2009,Ontario,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857493,7.33.2,2241.0
2010,Ontario,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857493,7.33.2,2210.0
2006,Ontario,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857494,7.34.1,20412.0
2007,Ontario,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857494,7.34.1,22215.0
2008,Ontario,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857494,7.34.1,20737.0
2009,Ontario,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857494,7.34.1,22166.0
2010,Ontario,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857494,7.34.1,22028.0
2006,Ontario,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857495,7.34.2,7736.0
2007,Ontario,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857495,7.34.2,8131.0
2008,Ontario,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857495,7.34.2,7549.0
2009,Ontario,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857495,7.34.2,8545.0
2010,Ontario,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857495,7.34.2,7754.0
2006,Ontario,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857496,7.35.1,2604.0
2007,Ontario,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857496,7.35.1,2519.0
2008,Ontario,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857496,7.35.1,2016.0
2009,Ontario,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857496,7.35.1,2133.0
2010,Ontario,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857496,7.35.1,2427.0
2006,Ontario,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857497,7.35.2,1241.0
2007,Ontario,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857497,7.35.2,935.0
2008,Ontario,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857497,7.35.2,721.0
2009,Ontario,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857497,7.35.2,868.0
2010,Ontario,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857497,7.35.2,918.0
2006,Ontario,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857498,7.36.1,15569.0
2007,Ontario,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857498,7.36.1,16684.0
2008,Ontario,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857498,7.36.1,15671.0
2009,Ontario,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857498,7.36.1,17165.0
2010,Ontario,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857498,7.36.1,19089.0
2006,Ontario,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857499,7.36.2,6667.0
2007,Ontario,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857499,7.36.2,7029.0
2008,Ontario,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857499,7.36.2,7018.0
2009,Ontario,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857499,7.36.2,7609.0
2010,Ontario,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857499,7.36.2,7632.0
2006,Ontario,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857500,7.37.1,7300.0
2007,Ontario,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857500,7.37.1,7620.0
2008,Ontario,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857500,7.37.1,8378.0
2009,Ontario,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857500,7.37.1,8050.0
2010,Ontario,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857500,7.37.1,8822.0
2006,Ontario,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857501,7.37.2,3294.0
2007,Ontario,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857501,7.37.2,3351.0
2008,Ontario,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857501,7.37.2,3649.0
2009,Ontario,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857501,7.37.2,3570.0
2010,Ontario,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857501,7.37.2,3638.0
2006,Ontario,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857502,7.38.1,31256.0
2007,Ontario,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857502,7.38.1,33209.0
2008,Ontario,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857502,7.38.1,32870.0
2009,Ontario,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857502,7.38.1,33731.0
2010,Ontario,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857502,7.38.1,35599.0
2006,Ontario,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857503,7.38.2,13575.0
2007,Ontario,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857503,7.38.2,13977.0
2008,Ontario,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857503,7.38.2,14221.0
2009,Ontario,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857503,7.38.2,14776.0
2010,Ontario,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857503,7.38.2,14952.0
2006,Ontario,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857504,7.39.1,19470.0
2007,Ontario,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857504,7.39.1,21614.0
2008,Ontario,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857504,7.39.1,19805.0
2009,Ontario,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857504,7.39.1,20772.0
2010,Ontario,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857504,7.39.1,21381.0
2006,Ontario,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857505,7.39.2,8207.0
2007,Ontario,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857505,7.39.2,9018.0
2008,Ontario,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857505,7.39.2,7718.0
2009,Ontario,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857505,7.39.2,8465.0
2010,Ontario,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857505,7.39.2,7840.0
2006,Ontario,"Profession, primary occupations","Total travel (x 1,000)",v52857506,7.40.1,1940.0
2007,Ontario,"Profession, primary occupations","Total travel (x 1,000)",v52857506,7.40.1,1586.0
2008,Ontario,"Profession, primary occupations","Total travel (x 1,000)",v52857506,7.40.1,1445.0
2009,Ontario,"Profession, primary occupations","Total travel (x 1,000)",v52857506,7.40.1,1410.0
2010,Ontario,"Profession, primary occupations","Total travel (x 1,000)",v52857506,7.40.1,1831.0
2006,Ontario,"Profession, primary occupations","Overnight travel (x 1,000)",v52857507,7.40.2,567.0
2007,Ontario,"Profession, primary occupations","Overnight travel (x 1,000)",v52857507,7.40.2,579.0
2008,Ontario,"Profession, primary occupations","Overnight travel (x 1,000)",v52857507,7.40.2,563.0
2009,Ontario,"Profession, primary occupations","Overnight travel (x 1,000)",v52857507,7.40.2,631.0
2010,Ontario,"Profession, primary occupations","Overnight travel (x 1,000)",v52857507,7.40.2,470.0
2006,Ontario,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857508,7.41.1,12708.0
2007,Ontario,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857508,7.41.1,13447.0
2008,Ontario,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857508,7.41.1,12484.0
2009,Ontario,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857508,7.41.1,12943.0
2010,Ontario,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857508,7.41.1,10790.0
2006,Ontario,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857509,7.41.2,4753.0
2007,Ontario,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857509,7.41.2,4724.0
2008,Ontario,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857509,7.41.2,4776.0
2009,Ontario,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857509,7.41.2,4345.0
2010,Ontario,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857509,7.41.2,4329.0
2006,Ontario,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857510,7.42.1,17661.0
2007,Ontario,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857510,7.42.1,17046.0
2008,Ontario,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857510,7.42.1,18390.0
2009,Ontario,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857510,7.42.1,19556.0
2010,Ontario,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857510,7.42.1,20574.0
2006,Ontario,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857511,7.42.2,5959.0
2007,Ontario,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857511,7.42.2,5541.0
2008,Ontario,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857511,7.42.2,6239.0
2009,Ontario,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857511,7.42.2,6652.0
2010,Ontario,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857511,7.42.2,6849.0
2006,Manitoba,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857512,8.1.1,7275.0
2007,Manitoba,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857512,8.1.1,7294.0
2008,Manitoba,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857512,8.1.1,7109.0
2009,Manitoba,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857512,8.1.1,7935.0
